image/test_00000.png,3,3,-0.833576,-2.5724466,1.3248712,2.0858765,0.0004695356,1.201057,0.40412676,-1.3423975,0.91809314,-1.5336754
image/test_00001.png,8,8,7.075324,6.658597,-2.013553,-3.362793,-3.0651455,-4.2649446,-4.8817754,-6.36658,7.383321,5.3641644
image/test_00002.png,8,8,1.7292027,2.8999443,-0.36400783,-0.6093674,-1.9441649,-1.4795971,-1.9072368,-3.0878932,4.78999,2.2135005
image/test_00003.png,0,0,5.53992,-0.24019098,1.0182359,-1.514577,-0.30208355,-2.3950489,-2.617197,-4.1631184,4.735972,0.40296164
image/test_00004.png,6,4,-2.9147007,-3.9246283,1.5502933,2.8440778,4.2202935,2.387034,2.8720455,-0.028441802,-4.2843027,-4.6991496
image/test_00005.png,6,6,-0.67141986,-1.2756805,0.8311681,-0.2618059,1.9835461,-0.35395515,3.3920252,-0.9157039,-1.3077587,-1.3534375
image/test_00006.png,1,1,-0.31618395,3.128505,-0.3877629,0.15514728,-1.2812268,0.035578143,0.041968286,-1.1031036,-0.58274,1.2622715
image/test_00007.png,6,6,-0.4834695,-2.5359833,1.8074372,0.7147164,2.4067402,0.0075485264,2.7449923,-1.5336235,-1.6840215,-2.6028116
image/test_00008.png,3,5,-2.191422,-4.475872,2.6327012,2.8868728,2.3297195,3.1382613,1.1984218,0.732494,-3.8071246,-4.2241554
image/test_00009.png,1,1,1.8607103,5.3700514,-0.74728996,-1.4438348,-2.1343217,-2.0228112,-1.3626574,-3.6541345,3.2077441,3.5100696
image/test_00010.png,0,4,1.6846255,-1.6998794,0.6168764,0.081870824,1.9980867,-0.3264475,-0.220017,-1.818338,1.2770817,-1.6036518
image/test_00011.png,9,9,1.0806009,4.886346,-1.9723363,-1.1125665,-3.3793106,-1.4335634,-1.9850829,-2.8123307,3.697872,5.2539644
image/test_00012.png,5,6,-2.3527267,-1.528911,0.8459869,1.1038051,0.9059646,1.6865668,2.2471209,0.91132087,-2.2048256,-1.4470427
image/test_00013.png,7,7,-2.4701588,-1.3078554,-0.19468461,0.8458061,1.2803034,2.3387167,-0.5332541,4.4579597,-3.6384196,-0.34743828
image/test_00014.png,9,8,0.49949408,3.5709026,-0.6097364,-0.77190053,-2.7441459,-1.0328193,-1.5941757,-2.305412,3.5910788,3.5545928
image/test_00015.png,8,6,-0.0290602,-0.086137,0.23730758,0.23915969,0.76473397,-0.06924195,1.4635122,-1.175687,0.04027337,-0.648471
image/test_00016.png,5,5,-1.7774404,-2.351173,0.697992,2.2052093,-0.9905702,3.0820098,0.21050775,0.6888284,-0.512881,-0.7938111
image/test_00017.png,7,7,-0.71109056,-0.83369315,0.04207681,0.61862075,1.2478848,0.5701663,-0.80538195,1.5221628,-0.99131227,-0.11752695
image/test_00018.png,8,8,4.4613295,2.453279,-1.6173481,-1.5879692,-1.4263326,-2.7360325,-2.8504393,-5.1829095,7.7425566,2.7741761
image/test_00019.png,6,6,-3.3687017,-1.4715399,0.5339296,0.8690673,2.731647,1.0947388,3.0391169,2.0007584,-4.3083043,-1.1854278
image/test_00020.png,7,7,-0.07866882,-1.1343726,0.9249845,0.24144503,1.1335298,1.095879,-0.9732045,2.4431758,-2.2627325,-1.1673985
image/test_00021.png,0,2,4.5120177,-3.2297587,5.322896,0.51238906,0.7100627,1.8325341,-2.6670935,-1.3489215,-2.8428097,-4.349378
image/test_00022.png,4,2,2.7390523,-4.128565,3.9405646,-0.037719786,2.567985,-1.0948296,-0.118848056,-4.2783647,2.9257684,-3.6003993
image/test_00023.png,9,1,-0.2236477,7.778981,-2.2456505,-1.626384,-3.0034304,-1.7040725,-0.6593354,-2.628268,0.8825743,5.482125
image/test_00024.png,5,2,0.88481,-3.5144093,4.3052864,0.18482241,2.07756,1.4079564,0.012987226,-0.86697185,-2.267875,-3.810012
image/test_00025.png,2,4,-0.17201819,-3.9394789,3.3585045,0.59621376,4.012069,0.29031566,1.8235376,-1.6134481,-1.1570468,-3.7781193
